Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Atlassian Project),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Comments),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Design file),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (Effort),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Impact),Custom field (Insights),Custom field (Issue color),Custom field (Linked items),Custom field (Project start),Custom field (Project target),Custom field (Rank),Custom field (Roadmap),Custom field (Score),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (State),Custom field (Story Points),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
CX - DOES NOT BLOCK CALLS - T-MOBILE TESTING,HED-829,26173,Task,BLOCKED,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Diana Maribel Adarme Dominguez,712020:aa58d0f0-01dc-4b39-bab7-538a16905fea,Diana Maribel Adarme Dominguez,712020:aa58d0f0-01dc-4b39-bab7-538a16905fea,Diana Maribel Adarme Dominguez,712020:aa58d0f0-01dc-4b39-bab7-538a16905fea,08/May/26 1:06 PM,22/Jul/26 8:39 AM,,,,0,,,,,,,"Talk to Joey or/and John to see if we can test this use cases:

# uninstall the app
# Install the app and Send the 6 USSD Commands
# After that call from a regular number to see if redirects or doesn't (white list phone number)
# Add 1 test number to blocked list and check if it is redirected (black list number) ",,Diana Maribel Adarme Dominguez,,,712020:aa58d0f0-01dc-4b39-bab7-538a16905fea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00f8j:,,,Sprint 12 - CP+CX Issues (D+G),Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",,,,,,,,,22787,HED-591,CX - General/Back Issues,In Progress,08/May/26 1:06 PM
CX - 4 use cases to check,HED-899,26887,Task,BLOCKED,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Diana Maribel Adarme Dominguez,712020:aa58d0f0-01dc-4b39-bab7-538a16905fea,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,21/May/26 10:56 AM,22/Jul/26 8:39 AM,17/Jul/26 10:20 AM,,,0,,,,,,,"# bloqueo y no bloqueo *registrado
# bloqueo y no bloqueo *NO registrado
# Solo yo apruebo cada telefono bloqueado de mi creditor",,Guillermo Malagón,,,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,,"* With Roberto trying to add Guillos number
* Creating a forthCRM user for my testing;25/May/26 9:22 AM;ug:0ef31130-bcb1-4b60-ad5c-e9a1b0283936;7200",,,,,,,,0,7200,,,0,7200,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00f8l:,,,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,,"M (3) ->  Characteristics:  Standard development task that requires focused work.  May include 1–2 dependencies or light analysis. Examples: A simple CRUD, moderate logic, integrating a service with straightforward behavior. // Around 5 hours",3.0,,,,,,,,,,,In Progress,21/May/26 5:43 PM
CP - Collect & Consolidate QA Documents,HED-1167,27257,Task,In Progress,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,03/Jul/26 11:24 AM,22/Jul/26 8:39 AM,,,,0,QA,,,,,,"*Objective* 

Gather all completed QA testing documents from agents, supervisors, and developers after the v1.17.2 testing session and organize them in one place before analysis begins. 

*What needs to be done* 

* -Confirm all testers have returned their completed documents -
* -Rename each file with tester name and date (e.g. Agent_QA_JohnDoe_July2026.docx) -
* -Upload all documents to the shared QA folder in [insert location: Confluence / Drive] -
* -Log how many documents were received per document type: -
** -Agent Testing Guide: __ / __ received -
** -Supervisor QA Full: __ / __ received -
** Developer QA: __ / __ received 

*Acceptance criteria* 

* All expected documents are collected and stored in one location 
* No document is missing before moving to the analysis task 



[^3-Cordoba_QA_Supervisor_Full (1).docx]
[^4-Cordoba_QA_Agent_Guide (1).docx]

",,Guillermo Malagón,,,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,,,,,,,,,,,,,,,,,,,,HED-1165,,,,,03/Jul/26 1:05 PM;ug:0ef31130-bcb1-4b60-ad5c-e9a1b0283936;3-Cordoba_QA_Supervisor_Full (1).docx;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/17926,03/Jul/26 1:05 PM;ug:0ef31130-bcb1-4b60-ad5c-e9a1b0283936;4-Cordoba_QA_Agent_Guide (1).docx;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/17925,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00go6:r,,,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",2.0,,,,,,,,27259,HED-1169,CP - QA v1.19.2 — Feedback Review,In Progress,08/Jul/26 8:25 AM
CX - Checking Aren feedback,HED-982,27033,Task,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,03/Jun/26 11:35 AM,22/Jul/26 8:39 AM,,,,0,creditorx,QA,,,,,"# Check feedback
# Generate and follow step by step QA doc",,Guillermo Malagón,,,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,,,,,,,,,,,,,,,,,,,HED-983,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00egf:,,,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,,,,,,,,,,,To Do,06/Jul/26 3:41 PM
CX - Issue about phone number for Login / OTP,HED-650,23681,Task,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,10/Apr/26 10:17 AM,22/Jul/26 8:39 AM,14/Jul/26 11:18 AM,,,0,,,,,,,"Phone Number / Cel number

Ask Agents which one is the most important
In the endpoint we will check both",,Guillermo Malagón,rhiraldo,,712020:313307ce-3202-4da7-b5a3-adcbee32f188,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00eif:,,,Sprint 10 - CP MVP + CX Issues,Sprint 12 - CP+CX Issues (D+G),Sprint 13 - CX (I+F+C) CP tst,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",,,,,28/Apr/26 11:05 AM;712020:fd36cadf-9806-42d0-93a9-02002d8431e5;[~accountid:712020:313307ce-3202-4da7-b5a3-adcbee32f188] i think this ticket is more for you that has communication with Agents,,,,,,,To Do,10/Apr/26 10:17 AM
SPIKE (FIREBASE) Automate Android alerts and notifications,HED-506,21132,Task,BLOCKED,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,High,,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,11/Mar/26 10:03 AM,22/Jul/26 8:39 AM,,,,0,android,DevOps,,,,,"Check store, insights, etc

Output:

# Propose how we can monitor this app",,Guillermo Malagón,Samil Vargas,,712020:313307ce-3202-4da7-b5a3-adcbee32f188,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,,,,,,,,,,,,,,,,,,,HED-507,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i006bl:,,,Sprint 8 - CX Apps & MVP CP,Sprint 9 - Web MVP,Sprint 10 - CP MVP + CX Issues,Sprint 11 - CP + CX Issu 3,Sprint 12 - CP+CX Issues (D+G),Sprint 13 - CX (I+F+C) CP tst,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",2.0,,,,16/Mar/26 10:40 AM;712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4;*Blocked*: Requires access to the Firebase dashboard. [~accountid:712020:313307ce-3202-4da7-b5a3-adcbee32f188] ,,,,,,,In Progress,11/Mar/26 1:22 PM
SPIKE (FIREBASE) Understand how the logs are stored and what kind of info do they use and have,HED-505,21131,Task,BLOCKED,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,11/Mar/26 9:53 AM,22/Jul/26 8:39 AM,,,,0,,,,,,,"

Output:

# Location of logs history
# Log Structure (metada)",,Guillermo Malagón,Samil Vargas,,712020:313307ce-3202-4da7-b5a3-adcbee32f188,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i006bk:,,,Sprint 8 - CX Apps & MVP CP,Sprint 9 - Web MVP,Sprint 10 - CP MVP + CX Issues,Sprint 11 - CP + CX Issu 3,Sprint 12 - CP+CX Issues (D+G),Sprint 13 - CX (I+F+C) CP tst,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",,,,,23/Mar/26 7:27 AM;712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4;Requires Firebase access,22/Apr/26 9:43 AM;712020:313307ce-3202-4da7-b5a3-adcbee32f188;[~accountid:712020:313307ce-3202-4da7-b5a3-adcbee32f188] ,,,,,,In Progress,23/Mar/26 7:26 AM
CX - Backend: Implement pagination filter ,HED-820,26036,Story,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,07/May/26 11:40 AM,22/Jul/26 8:39 AM,,,,0,,,,,,,Implement a pagination and filter for the CX Admin - getCreditorList method.,,Samil Vargas,,,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,,,,,,,,,,,,,,,,,,,,,,,HED-819,HED-818,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00f7n:,,,Sprint 12 - CP+CX Issues (D+G),Sprint 13 - CX (I+F+C) CP tst,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,"M (3) ->  Characteristics:  Standard development task that requires focused work.  May include 1–2 dependencies or light analysis. Examples: A simple CRUD, moderate logic, integrating a service with straightforward behavior. // Around 5 hours",3.0,,,,,,,,,,,To Do,07/May/26 11:40 AM
CX - Admin Panel UI requires to filter the creditor list,HED-819,26035,Story,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,07/May/26 11:38 AM,22/Jul/26 8:39 AM,,,,0,,,,,,,"In the CX Admin Panel, we need to implement pagination to get the list of creditors filtered.",,Samil Vargas,,,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,,,,,,,,,,,,,,,,,,HED-818,,,,,,,HED-820,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00f7f:,,,Sprint 12 - CP+CX Issues (D+G),Sprint 13 - CX (I+F+C) CP tst,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,"M (3) ->  Characteristics:  Standard development task that requires focused work.  May include 1–2 dependencies or light analysis. Examples: A simple CRUD, moderate logic, integrating a service with straightforward behavior. // Around 5 hours",3.0,,,,,,,,,,,To Do,07/May/26 11:38 AM
P3 - Progress on AWS Developer Associate course sections - EC2,HED-1306,27410,Task,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,22/Jul/26 2:57 PM,22/Jul/26 4:06 PM,,,20/Jul/26 12:00 AM,0,aws,courses,,,,,"*Description*
Advance in the AWS Developer Associate course by completing selected sections and tracking progress. Specify the sections covered in this task to maintain visibility of learning progress.

*Acceptance Criteria*

* Course sections completed and listed (e.g., Fundamentals, IAM, Compute, etc.)
* Key concepts from completed sections understood
* Learning progress verified through course exercises or quizzes (if applicable)

*Sections Progressed*

* ELASTIC COMPUTE CLOUD (EC2) BASICS",,Handersson Felipe Pacheco Espitia,,,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,,,;22/Jul/26 4:06 PM;ug:04481c67-b159-4c65-b805-5cb6878e1ff4;3600,,,,,,,18000,14400,3600,20%,18000,14400,3600,,,,,HED-1112,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h97:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,06/Jul/26 12:00 AM,,"M (3) ->  Characteristics:  Standard development task that requires focused work.  May include 1–2 dependencies or light analysis. Examples: A simple CRUD, moderate logic, integrating a service with straightforward behavior. // Around 5 hours",3.0,caa835a9-2c66-48c6-9227-d59ff7286b9c,Dev,,,,,,17683,HED-302,Improve Development Tooling & Collaboration Workflow,To Do,22/Jul/26 2:57 PM
Meetings - Sprint 18,HED-1295,27391,Task,In Progress,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,22/Jul/26 8:36 AM,22/Jul/26 12:13 PM,,,03/Aug/26 12:00 AM,0,meeting,,,,,,"* Technical Bible Meeting - 1h 
* Daily - 1h",,Handersson Felipe Pacheco Espitia,,,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,,,;22/Jul/26 9:03 AM;ug:04481c67-b159-4c65-b805-5cb6878e1ff4;3600,;22/Jul/26 12:13 PM;ug:04481c67-b159-4c65-b805-5cb6878e1ff4;3600,,,,,,,0,7200,,,0,7200,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h79:i,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,21/Jul/26 12:00 AM,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",,caa835a9-2c66-48c6-9227-d59ff7286b9c,Dev,,,,,,12573,HED-29,Meetings and team management,In Progress,22/Jul/26 8:56 AM
CP - Return target information in the Resend OTP endpoint,HED-1293,27389,Task,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,22/Jul/26 8:32 AM,22/Jul/26 8:55 AM,22/Jul/26 11:09 AM,,,0,,,,,,,"*Description*
Update the *Resend OTP* endpoint to include the OTP delivery target in its response. This ensures client applications can display the correct masked email address or phone number after a new verification code is generated, keeping the UI consistent with the initial OTP flow.

*Acceptance Criteria*

* Resend OTP endpoint returns the OTP delivery target
* Target corresponds to the destination where the new OTP was sent
* Target supports both email and phone-based OTP flows",,Handersson Felipe Pacheco Espitia,,,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h7a:f,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",,caa835a9-2c66-48c6-9227-d59ff7286b9c,Dev,,,,,,19567,HED-411,CP - Auth Section,To Do,22/Jul/26 8:32 AM
CP - Implement ErrorKey for invalid current password in Change Password endpoint,HED-1292,27388,Task,IN REVIEW / QA,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,22/Jul/26 8:29 AM,22/Jul/26 4:06 PM,,,22/Jul/26 12:00 AM,0,backend,cordobaPortal,,,,,"*Description*
Update the *Change Password* endpoint to return an {{ErrorKey}} when the user enters an incorrect current password. The endpoint currently returns only a status object without an {{ErrorKey}}, making it inconsistent with the application's standardized error response format and preventing client applications from displaying the appropriate localized error message.

*Acceptance Criteria*

* -Change Password endpoint returns an {{ErrorKey}} for an invalid current password-
* -Error response follows the application's standard error contract-
* -Existing success response remains unchanged-

*Deliverables*

!image-20260722-195247.png|width=682,alt=""image-20260722-195247.png""!",,Handersson Felipe Pacheco Espitia,,,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,,,;22/Jul/26 2:51 PM;ug:04481c67-b159-4c65-b805-5cb6878e1ff4;7200,,,,,,,7200,0,7200,100%,7200,0,7200,,,,,,,,,,22/Jul/26 2:52 PM;ug:04481c67-b159-4c65-b805-5cb6878e1ff4;image-20260722-195247.png;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/18019,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-07-22T14:50:21.000-0500"",""stateCount"":2,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""oAuth-com.github.integration.production"":{""count"":1,""name"":""GitHub""},""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,0|i00h76:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,22/Jul/26 12:00 AM,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,caa835a9-2c66-48c6-9227-d59ff7286b9c,Dev,,,,,,19576,HED-416,CP - Profile,In Progress,22/Jul/26 10:38 AM
CP - Android - Display OTP target in MFA verification screens,HED-1291,27387,Task,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,22/Jul/26 8:26 AM,22/Jul/26 8:55 AM,,,,0,,,,,,,"*Description*
Enhance the MFA/OTP verification screens to display the destination where the verification code was sent. Depending on the authentication flow, the application should show either the user's email address or phone number, providing users with clear feedback about the delivery target.

*Acceptance Criteria*

* OTP target displayed on all applicable MFA/OTP verification screens
* Displayed target matches the destination used by the backend
* Feature validated across all supported MFA scenarios",,Handersson Felipe Pacheco Espitia,,,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h7a:9,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",,caa835a9-2c66-48c6-9227-d59ff7286b9c,Dev,,,,,,27172,HED-1088,CP - ANDROID - Project Stabilization & Technical Alignment,To Do,22/Jul/26 8:26 AM
CP - Android - Implement ErrorKey handling for incorrect current password,HED-1290,27386,Task,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,22/Jul/26 8:22 AM,22/Jul/26 8:56 AM,,,,0,,,,,,,"*Description*
When a user enters an incorrect current password, the application should interpret the returned {{ErrorKey}} and display the appropriate localized error message instead of a generic error.

*Acceptance Criteria*

* Incorrect current password displays the corresponding localized error message
* Generic error messages no longer shown for this scenario
* Existing password change functionality remains unaffected",,Handersson Felipe Pacheco Espitia,,,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h7a:6,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",,caa835a9-2c66-48c6-9227-d59ff7286b9c,Dev,,,,,,27172,HED-1088,CP - ANDROID - Project Stabilization & Technical Alignment,To Do,22/Jul/26 8:22 AM
"CP - Android - Hide ""Remember this device"" option from profile OTP verification",HED-1289,27385,Task,In Progress,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,22/Jul/26 8:18 AM,23/Jul/26 8:07 AM,,,23/Jul/26 12:00 AM,0,android,cordobaPortal,,,,,"*Description*
Remove the *""Remember this device""* checkbox from the OTP verification flow used for profile operations, such as changing the user's email or password. 

*Acceptance Criteria*

* ""Remember this device"" checkbox hidden in the profile OTP screen
* Checkbox remains available in the login OTP flow only
* Profile OTP functionality continues to work correctly without the option",,Handersson Felipe Pacheco Espitia,,,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,,,,,,,,,,7200,7200,,0%,7200,7200,,,,,,,,,,,,,,,,,,,,,,,,"{branch={count=2, dataType=branch}, json={""cachedValue"":{""errors"":[],""summary"":{""branch"":{""overall"":{""count"":2,""lastUpdated"":""2026-07-22T13:17:21.000-0500"",""dataType"":""branch""},""byInstanceType"":{""oAuth-com.github.integration.production"":{""count"":1,""name"":""GitHub""},""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,0|i00h78:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,23/Jul/26 12:00 AM,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,caa835a9-2c66-48c6-9227-d59ff7286b9c,Dev,,,,,,27172,HED-1088,CP - ANDROID - Project Stabilization & Technical Alignment,In Progress,23/Jul/26 8:06 AM
